item_id,title,genre,release_date,popularity_score,quality_score,price,duration_minutes,language,rating_avg,rating_count
item_000262,Sharable context-sensitive utilization,War,2019-08-12,0.289,0.656,23.66,58,German,2.4,9293
item_000263,Face-to-face bottom-line customer loyalty,Comedy,2023-12-02,0.137,0.866,0.0,57,Japanese,4.3,4697
item_000264,Front-line modular algorithm,Western,2019-08-10,0.407,0.662,26.51,135,French,3.1,7965
item_000265,Re-engineered holistic Local Area Network,Thriller,2024-01-13,0.499,0.484,0.0,39,Spanish,2.8,2366
item_000266,Reactive clear-thinking pricing structure,Mystery,2024-11-03,0.643,0.644,2.11,114,Spanish,2.1,7795
item_000267,Cloned fault-tolerant infrastructure,Fantasy,2025-12-29,0.484,0.887,27.0,35,French,4.5,4975
item_000268,Up-sized mission-critical moderator,History,2020-02-08,0.13,0.631,0.0,101,German,4.6,1619
item_000269,Open-source object-oriented archive,Family,2017-04-01,0.331,0.296,4.89,143,French,2.8,6838
item_000270,Intuitive secondary archive,Animation,2020-06-30,0.542,0.711,6.44,84,German,4.2,8472
item_000271,Synergized multi-state hardware,Music,2017-04-12,0.219,0.679,24.8,161,Spanish,2.2,8313
item_000272,Vision-oriented neutral productivity,Mystery,2021-11-16,0.105,0.567,4.92,164,Japanese,2.1,3168
item_000273,Visionary clear-thinking Internet solution,Drama,2021-01-09,0.301,0.592,25.26,93,English,3.4,5914
item_000274,Centralized bottom-line model,Drama,2017-07-11,0.546,0.297,8.94,148,Japanese,3.2,2039
item_000275,Down-sized cohesive Graphic Interface,Action,2025-05-06,0.143,0.421,8.01,155,Japanese,3.3,7785
item_000276,Face-to-face grid-enabled model,Western,2024-12-12,0.281,0.825,11.13,71,French,4.2,1490
item_000277,Configurable eco-centric customer loyalty,History,2022-05-07,0.199,0.749,1.79,42,Spanish,4.6,3521
item_000278,Reactive even-keeled capacity,Family,2022-04-01,0.19,0.606,19.76,82,French,4.0,8419
item_000279,Seamless national array,Action,2021-01-08,0.095,0.83,0.0,32,German,4.7,2847
item_000280,Down-sized optimizing paradigm,Action,2017-07-16,0.464,0.839,7.48,108,French,3.3,6178
item_000281,Switchable regional success,Music,2025-01-07,0.458,0.585,14.3,85,German,2.9,8540
item_000282,Mandatory non-volatile analyzer,Mystery,2024-04-01,0.569,0.541,17.94,31,Japanese,5.0,6141
item_000283,Assimilated attitude-oriented analyzer,Western,2025-06-26,0.138,0.749,0.0,102,French,4.1,7902
item_000284,Visionary object-oriented firmware,Animation,2022-07-05,0.353,0.802,0.0,116,French,3.9,4546
item_000285,Visionary object-oriented instruction set,Fantasy,2022-03-06,0.58,0.411,20.02,106,Spanish,2.4,3947
item_000286,Assimilated modular product,Adventure,2021-06-14,0.365,0.891,24.35,133,French,4.0,427
item_000287,Stand-alone exuding matrices,Thriller,2018-06-12,0.318,0.819,29.92,96,German,3.2,588
item_000288,Synergized impactful framework,Drama,2020-07-13,0.279,1.0,10.94,86,Japanese,3.9,7804
item_000289,Team-oriented analyzing complexity,Music,2020-05-23,0.367,0.722,15.7,73,Japanese,2.5,1609
item_000290,Polarized maximized database,Thriller,2019-05-26,0.296,0.742,4.7,96,Japanese,4.3,3009
item_000291,Digitized foreground structure,Horror,2019-03-11,0.304,0.69,0.0,52,Spanish,3.1,5041
item_000292,Monitored impactful capacity,Romance,2023-08-09,0.227,0.542,23.84,114,French,2.8,4827
item_000293,Profound next generation benchmark,Science Fiction,2019-03-10,0.225,0.799,25.68,150,English,4.6,9571
item_000294,Persistent bottom-line flexibility,Animation,2020-06-29,0.536,0.526,14.68,79,Japanese,2.4,6263
item_000295,Digitized bandwidth-monitored application,War,2018-11-25,0.301,0.619,0.0,106,German,2.2,2480
item_000296,Networked reciprocal instruction set,Crime,2018-06-24,0.167,0.567,29.77,117,German,5.0,7506
item_000297,Diverse fresh-thinking orchestration,Crime,2023-03-18,0.307,0.777,10.17,76,English,3.5,2907
item_000298,Ergonomic well-modulated complexity,Horror,2020-12-24,0.116,0.906,0.0,44,English,3.4,3440
item_000299,Profound maximized methodology,Documentary,2024-10-15,0.32,0.704,17.7,70,German,4.4,1452
item_000300,Proactive 3rdgeneration array,Crime,2025-06-13,0.174,0.756,18.81,139,German,3.3,7831
item_000301,Profit-focused logistical encoding,Mystery,2018-02-23,0.133,0.639,1.13,166,Spanish,4.2,240
item_000302,Multi-channeled actuating application,Horror,2018-10-23,0.036,0.677,0.0,165,Spanish,2.1,77
item_000303,Right-sized solution-oriented service-desk,Family,2020-09-14,0.259,0.31,7.55,118,French,2.4,6294
item_000304,Public-key 24/7 benchmark,War,2020-04-22,0.347,0.647,18.06,72,English,4.5,4895
item_000305,Fundamental upward-trending hierarchy,History,2023-08-21,0.038,0.616,14.21,163,Japanese,3.6,7115
item_000306,Multi-lateral 6thgeneration initiative,Crime,2016-07-04,0.46,0.761,10.93,155,French,4.3,2711
item_000307,Realigned content-based hierarchy,Mystery,2021-07-12,0.182,0.644,0.0,34,Spanish,2.7,2159
item_000308,Compatible human-resource middleware,Drama,2020-07-02,0.147,0.687,22.28,180,Japanese,2.5,6016
item_000309,Reactive even-keeled process improvement,Adventure,2022-10-20,0.223,0.49,11.87,95,Japanese,3.9,9740
item_000310,Decentralized clear-thinking attitude,Adventure,2019-12-08,0.546,0.818,20.19,35,English,4.1,6838
item_000311,Mandatory next generation hierarchy,Science Fiction,2023-07-19,0.411,0.548,12.02,170,French,3.4,2518
item_000312,Exclusive real-time migration,Drama,2020-01-05,0.146,0.837,21.15,32,French,3.3,1664
item_000313,Balanced 6thgeneration alliance,War,2017-05-14,0.522,0.594,8.82,65,German,4.5,1728
item_000314,Managed methodical model,War,2020-07-26,0.153,0.806,21.83,60,French,2.3,1751
item_000315,Robust multimedia challenge,Thriller,2019-04-12,0.215,0.89,6.75,81,French,4.5,3314
item_000316,Seamless foreground complexity,Music,2019-12-05,0.266,0.685,21.39,105,Spanish,2.1,8142
item_000317,Seamless user-facing framework,Drama,2021-12-07,0.339,1.0,20.95,153,French,2.7,218
item_000318,Profit-focused multimedia monitoring,Animation,2020-11-23,0.542,0.497,0.0,58,Japanese,4.0,2453
item_000319,Re-contextualized exuding leverage,Animation,2024-02-26,0.116,0.899,23.6,49,English,4.7,3797
item_000320,Multi-layered full-range service-desk,Science Fiction,2017-02-03,0.575,0.795,29.66,105,French,3.4,1645
item_000321,Operative optimal function,Documentary,2023-12-19,0.086,0.536,26.34,104,French,4.4,5133
item_000322,Up-sized system-worthy product,Romance,2016-04-06,0.164,0.698,22.41,54,English,2.0,2277
item_000323,Phased empowering projection,Documentary,2023-10-29,0.306,0.495,10.52,142,Japanese,2.8,1532
item_000324,Vision-oriented optimal orchestration,Music,2018-04-10,0.251,0.469,24.62,76,English,3.2,7489
item_000325,Business-focused optimal matrices,Fantasy,2017-09-13,0.117,0.446,25.23,152,German,3.9,2742
item_000326,Self-enabling uniform process improvement,Comedy,2023-09-29,0.192,0.959,4.83,45,Spanish,2.3,9688
item_000327,Multi-tiered client-server software,Thriller,2018-06-02,0.476,0.789,24.26,142,Spanish,3.8,5885
item_000328,Re-engineered tangible budgetary management,Action,2017-11-26,0.314,0.671,0.0,63,German,4.8,1860
item_000329,Organic foreground instruction set,Romance,2017-07-06,0.722,0.608,0.0,142,English,2.2,5158
item_000330,Team-oriented demand-driven installation,Action,2021-01-06,0.346,0.946,0.0,164,Japanese,4.2,3679
item_000331,Seamless methodical support,Horror,2023-04-10,0.594,0.717,16.04,54,German,4.0,4082
item_000332,Triple-buffered client-driven model,Thriller,2018-01-26,0.216,0.433,0.0,118,German,2.4,9157
item_000333,Inverse stable matrices,Adventure,2021-04-02,0.201,0.765,1.33,70,Japanese,4.5,8133
item_000334,Intuitive context-sensitive knowledgebase,Documentary,2025-02-12,0.088,0.801,3.16,155,French,2.7,4567
item_000335,Mandatory needs-based help-desk,Adventure,2022-10-03,0.22,0.569,15.69,170,German,3.2,3860
item_000336,Up-sized systemic project,Animation,2024-01-13,0.254,0.991,14.3,176,German,2.3,8176
item_000337,Fundamental reciprocal matrices,Science Fiction,2017-12-02,0.317,0.976,10.16,157,English,2.3,6765
item_000338,Fully-configurable even-keeled open architecture,Adventure,2018-12-25,0.419,0.877,17.15,30,English,4.4,5000
item_000339,Innovative zero administration forecast,War,2023-01-18,0.215,0.739,17.3,146,French,3.1,899
item_000340,Team-oriented tertiary matrix,Family,2019-03-03,0.615,0.813,0.0,146,French,3.7,9839
item_000341,Monitored next generation utilization,Thriller,2023-03-20,0.154,0.615,21.77,123,German,2.3,3643
item_000342,Horizontal bottom-line orchestration,Action,2022-10-06,0.151,0.445,10.89,104,Japanese,3.6,1751
item_000343,Multi-tiered hybrid hardware,Adventure,2025-07-18,0.169,1.0,0.0,72,German,2.4,6714
item_000344,Digitized explicit analyzer,Comedy,2018-11-15,0.367,0.598,8.36,80,Spanish,2.4,6447
item_000345,Universal attitude-oriented hardware,Drama,2025-03-28,0.567,0.553,14.24,78,French,2.3,6800
item_000346,Streamlined eco-centric synergy,Adventure,2020-10-15,0.729,0.958,27.86,180,English,4.3,7391
item_000347,Exclusive national flexibility,Science Fiction,2025-04-30,0.208,0.808,20.09,159,Spanish,4.9,81
item_000348,Total encompassing challenge,War,2017-02-02,0.188,1.0,22.34,171,German,4.5,7922
item_000349,User-centric optimizing encoding,War,2018-06-03,0.137,0.362,23.64,75,Japanese,2.5,2113
item_000350,Synchronized multi-tasking definition,Comedy,2022-05-18,0.288,0.285,12.22,112,Japanese,4.6,6869
item_000351,Business-focused bandwidth-monitored installation,Family,2019-04-20,0.203,0.77,8.92,117,French,3.4,2195
item_000352,Phased bandwidth-monitored software,Crime,2023-09-15,0.169,0.672,12.96,161,French,4.5,8985
item_000353,Adaptive neutral complexity,Horror,2020-01-25,0.228,0.432,21.63,171,Spanish,2.6,4770
item_000354,Phased mission-critical projection,Music,2017-12-28,0.158,0.464,27.7,63,Spanish,3.5,5291
item_000355,Horizontal fresh-thinking forecast,Comedy,2022-06-16,0.186,0.389,23.05,173,German,3.7,6849
item_000356,Visionary background projection,Western,2021-09-27,0.191,0.501,0.0,103,German,4.4,8574
item_000357,Public-key user-facing success,Comedy,2024-07-02,0.208,1.0,1.72,67,English,4.0,3285
item_000358,Automated context-sensitive instruction set,Fantasy,2024-10-26,0.351,0.336,22.75,71,French,4.1,2409
item_000359,Enhanced 5thgeneration infrastructure,Adventure,2023-11-17,0.287,1.0,21.02,105,Spanish,4.3,539
item_000360,Enterprise-wide value-added frame,Music,2024-10-06,0.54,0.547,24.6,56,Japanese,4.6,9215
item_000361,Advanced exuding open system,Family,2022-01-09,0.195,0.8,22.52,173,German,2.7,4722
item_000362,Managed executive knowledgebase,Adventure,2025-11-21,0.304,0.485,27.86,129,German,4.9,5132
item_000363,Quality-focused multi-tasking methodology,Western,2024-11-21,0.279,0.419,2.55,94,Spanish,3.9,7269
item_000364,Devolved motivating Local Area Network,Family,2018-09-22,0.583,0.424,27.42,124,Japanese,3.6,9895
item_000365,Customizable full-range complexity,Drama,2023-04-23,0.22,0.686,23.5,79,French,3.3,1230
item_000366,Stand-alone eco-centric structure,Documentary,2017-11-10,0.224,0.73,28.9,161,English,3.1,7030
item_000367,User-centric global utilization,Fantasy,2018-12-12,0.244,0.791,0.0,172,French,2.4,9578
item_000368,Synergistic web-enabled core,Fantasy,2017-10-02,0.269,0.562,1.15,149,Spanish,2.1,5295
item_000369,Sharable impactful interface,Adventure,2021-02-24,0.116,0.619,23.43,107,German,4.4,9023
item_000370,Cross-group impactful secured line,Music,2016-12-13,0.263,1.0,0.0,48,French,3.6,3022
item_000371,Devolved mission-critical Graphic Interface,War,2025-05-10,0.207,0.698,2.97,159,Spanish,3.2,8808
item_000372,Adaptive empowering info-mediaries,Mystery,2018-05-09,0.354,0.682,3.66,86,Spanish,4.0,5434
item_000373,Versatile encompassing groupware,Music,2019-01-07,0.315,0.67,9.5,165,German,5.0,154
item_000374,Up-sized object-oriented access,Comedy,2018-08-12,0.247,0.617,20.39,144,Spanish,4.7,4004
item_000375,Multi-lateral system-worthy encoding,Adventure,2016-08-13,0.223,0.329,0.0,112,German,4.7,1867
item_000376,Decentralized maximized function,Mystery,2017-08-05,0.343,0.908,8.43,102,English,4.7,6153
item_000377,Synergized motivating strategy,War,2023-09-12,0.194,0.573,0.0,160,German,3.5,4866
item_000378,Team-oriented bottom-line productivity,Drama,2025-02-27,0.486,0.614,10.28,51,English,2.5,8824
item_000379,Implemented holistic pricing structure,Western,2018-03-16,0.102,0.73,1.2,46,Spanish,4.0,3502
item_000380,Devolved mission-critical collaboration,Romance,2020-07-19,0.273,0.599,0.0,56,Spanish,3.6,7140
item_000381,Robust holistic instruction set,Animation,2023-01-07,0.401,0.772,0.0,69,English,3.4,5444
item_000382,Phased web-enabled monitoring,Adventure,2024-01-07,0.311,0.599,3.53,43,Spanish,4.4,9153
item_000383,Extended well-modulated encryption,Animation,2022-10-20,0.525,1.0,17.66,88,French,3.2,7401
item_000384,Right-sized zero tolerance artificial intelligence,Mystery,2021-04-02,0.094,0.892,13.55,34,German,4.0,8772
item_000385,Progressive tertiary hierarchy,Action,2016-10-11,0.134,0.42,19.59,46,Japanese,2.1,1199
item_000386,Re-contextualized bifurcated approach,Music,2024-04-14,0.457,0.532,27.9,57,French,4.4,4947
item_000387,Profit-focused dedicated orchestration,Animation,2021-05-13,0.413,0.864,0.0,102,German,3.1,514
item_000388,Down-sized fresh-thinking model,Thriller,2020-06-01,0.442,0.592,5.52,86,Spanish,4.2,8951
item_000389,Synergized demand-driven structure,History,2021-10-30,0.238,0.375,28.83,66,French,4.0,6123
item_000390,Cross-group multimedia knowledge user,Action,2024-02-01,0.527,0.783,17.04,172,Spanish,2.4,92
item_000391,Persevering clear-thinking migration,Mystery,2020-02-25,0.495,0.433,16.57,51,French,2.6,5643
item_000392,Re-contextualized analyzing open architecture,Drama,2020-08-15,0.525,0.84,12.96,161,Spanish,2.5,3627
item_000393,Integrated uniform adapter,Fantasy,2019-12-16,0.14,0.572,6.63,76,Japanese,4.6,9002
item_000394,Adaptive value-added data-warehouse,Science Fiction,2021-10-12,0.227,0.783,19.69,48,French,4.0,4117
item_000395,Balanced interactive hardware,Comedy,2023-01-01,0.126,0.401,6.72,178,German,4.9,5861
item_000396,Quality-focused analyzing architecture,Crime,2025-11-10,0.133,0.852,20.46,90,English,2.9,1153
item_000397,Phased 5thgeneration forecast,Drama,2020-02-01,0.26,0.649,0.0,111,German,3.4,5018
item_000398,Visionary client-driven throughput,Crime,2022-05-31,0.521,0.504,0.0,174,Japanese,3.1,5192
item_000399,Upgradable secondary instruction set,Romance,2019-09-28,0.145,0.569,5.88,110,Spanish,4.4,7155
item_000400,Multi-tiered local implementation,Fantasy,2019-10-03,0.391,0.656,25.35,64,French,4.6,7593
item_000401,Synergized stable moratorium,Science Fiction,2017-04-29,0.438,0.917,11.39,108,German,3.7,2889
item_000402,Monitored bottom-line conglomeration,Animation,2025-12-04,0.35,0.744,25.4,65,Japanese,2.6,1262
item_000403,Object-based multi-tasking capacity,Animation,2023-04-11,0.565,0.751,26.86,159,English,4.4,9494
item_000404,Face-to-face 24hour system engine,Mystery,2016-03-23,0.539,0.6,0.0,84,English,3.7,8914
item_000405,Innovative maximized service-desk,Western,2023-03-10,0.161,0.489,14.68,68,French,3.2,9670
item_000406,Optimized national implementation,History,2024-03-25,0.364,1.0,0.0,64,German,3.5,1493
item_000407,Fully-configurable logistical hardware,Mystery,2017-07-19,0.499,0.823,11.54,32,Spanish,4.5,2727
item_000408,Ergonomic uniform task-force,War,2017-02-15,0.304,0.932,5.06,70,Spanish,3.7,9280
item_000409,Switchable intangible pricing structure,Crime,2023-08-29,0.098,0.691,0.0,153,French,2.1,7999
item_000410,Ameliorated disintermediate database,Family,2016-09-01,0.299,0.401,2.81,124,Spanish,2.1,3397
item_000411,Right-sized 5thgeneration knowledge user,War,2021-12-22,0.11,0.481,0.0,122,German,3.4,7458
item_000412,Triple-buffered actuating encryption,Adventure,2023-05-28,0.218,0.848,2.15,112,English,4.1,8552
item_000413,Open-architected leadingedge emulation,Fantasy,2021-05-24,0.42,0.518,25.2,97,Japanese,3.6,2858
item_000414,Versatile zero-defect approach,Mystery,2017-05-25,0.422,0.705,0.0,126,French,3.8,1285
item_000415,Implemented discrete superstructure,War,2021-10-04,0.66,0.434,8.29,87,Japanese,3.2,5663
item_000416,Re-engineered radical throughput,Thriller,2022-09-21,0.028,0.73,23.98,31,Japanese,4.6,7217
item_000417,Inverse disintermediate framework,Documentary,2024-10-04,0.061,0.321,7.66,161,French,2.6,3072
item_000418,Switchable multi-state definition,Documentary,2020-02-18,0.262,0.718,0.0,122,Japanese,4.2,1948
item_000419,Grass-roots analyzing open architecture,Family,2025-06-25,0.046,0.595,13.01,114,English,3.4,7854
item_000420,User-centric context-sensitive product,Thriller,2022-10-14,0.246,0.829,7.1,71,German,2.1,716
item_000421,Realigned modular application,Crime,2025-09-20,0.288,0.885,17.62,71,Spanish,3.9,652
item_000422,Stand-alone static implementation,Crime,2023-11-09,0.18,0.696,0.0,44,Spanish,2.8,2959
item_000423,Intuitive tangible instruction set,War,2020-01-30,0.324,0.721,0.0,133,Japanese,4.9,315
item_000424,Innovative homogeneous contingency,History,2023-07-17,0.166,0.577,28.46,85,German,3.8,7733
item_000425,Phased disintermediate definition,Thriller,2019-01-02,0.321,0.53,5.94,135,Japanese,2.4,9556
item_000426,Triple-buffered client-server workforce,Documentary,2020-08-17,0.314,1.0,0.0,160,French,2.5,5624
item_000427,Centralized next generation installation,Science Fiction,2025-09-04,0.486,1.0,18.29,47,Spanish,3.1,2176
item_000428,Realigned multi-tasking challenge,Comedy,2019-11-18,0.15,0.644,0.0,34,Spanish,3.6,8273
item_000429,Function-based demand-driven groupware,Romance,2022-06-19,0.206,0.307,24.96,54,Spanish,3.4,9837
item_000430,Organized holistic array,Adventure,2021-05-09,0.291,0.725,26.44,166,Japanese,4.3,1536
item_000431,Ergonomic actuating flexibility,Thriller,2019-10-08,0.251,0.666,20.11,168,English,4.7,7079
item_000432,Robust real-time analyzer,War,2024-09-25,0.565,0.92,13.19,41,Japanese,3.3,7909
item_000433,Ergonomic well-modulated parallelism,Mystery,2023-03-29,0.272,0.727,0.0,119,Japanese,4.4,9449
item_000434,Realigned didactic matrices,Comedy,2018-02-01,0.373,0.904,13.33,95,German,4.3,1383
item_000435,Managed exuding access,History,2018-02-11,0.486,0.261,18.34,169,German,2.8,99
item_000436,Ergonomic user-facing capability,Action,2023-06-20,0.483,0.424,17.75,60,Japanese,2.0,3375
item_000437,Versatile mission-critical encryption,Horror,2022-12-15,0.142,0.655,12.85,57,Spanish,3.3,9600
item_000438,Triple-buffered demand-driven infrastructure,Fantasy,2025-02-23,0.194,0.752,8.57,167,German,3.7,4524
item_000439,Reactive fresh-thinking time-frame,Mystery,2018-10-30,0.281,0.551,0.0,82,German,3.7,9145
item_000440,Persistent national projection,Thriller,2019-08-04,0.238,0.578,6.17,173,Japanese,3.5,5034
item_000441,Fundamental high-level migration,Music,2024-10-28,0.246,0.963,23.44,131,Spanish,4.6,1961
item_000442,Persistent bandwidth-monitored website,Family,2025-10-23,0.311,1.0,13.94,71,English,2.6,6572
item_000443,Phased well-modulated functionalities,Horror,2025-02-21,0.14,1.0,24.21,43,Spanish,3.2,96
item_000444,Multi-layered foreground installation,Animation,2016-06-14,0.555,0.366,24.86,150,Japanese,3.3,1059
item_000445,Face-to-face user-facing circuit,Fantasy,2016-02-28,0.12,0.665,7.42,50,Japanese,2.1,6306
item_000446,Reactive optimal paradigm,Mystery,2023-03-14,0.368,0.41,18.8,163,French,4.1,9798
item_000447,Implemented coherent customer loyalty,Adventure,2019-04-18,0.199,0.575,28.42,74,German,3.3,3314
item_000448,Multi-tiered non-volatile encryption,War,2020-12-27,0.374,0.838,9.28,38,Japanese,3.5,3805
item_000449,Streamlined systemic Graphical User Interface,Documentary,2018-07-28,0.42,0.631,20.54,122,Spanish,4.0,2589
item_000450,Pre-emptive uniform project,Animation,2023-05-24,0.267,0.739,0.0,100,German,3.1,6484
item_000451,Persevering composite superstructure,Mystery,2023-12-13,0.432,0.934,17.99,162,English,4.2,1134
item_000452,Down-sized client-driven success,Animation,2021-06-18,0.104,1.0,0.0,170,French,4.2,9170
item_000453,Enterprise-wide needs-based project,Music,2025-07-27,0.136,0.782,0.0,118,French,2.7,3197
item_000454,Progressive 5thgeneration archive,Science Fiction,2025-06-13,0.213,0.792,0.0,133,Japanese,2.0,2877
item_000455,Synchronized actuating task-force,Romance,2016-01-23,0.165,0.446,15.67,173,English,3.5,5580
item_000456,Devolved responsive emulation,Comedy,2016-09-04,0.164,1.0,0.0,161,French,4.6,9429
item_000457,Distributed 24/7 data-warehouse,Fantasy,2021-01-20,0.411,0.666,21.12,126,Japanese,3.5,3995
item_000458,Multi-layered analyzing process improvement,Horror,2022-05-17,0.242,0.344,0.0,147,German,4.7,458
item_000459,Seamless mission-critical protocol,Thriller,2020-11-16,0.529,0.538,4.36,47,German,3.9,3620
item_000460,Adaptive national neural-net,Family,2020-02-10,0.403,0.873,24.19,135,French,3.5,169
item_000461,Ameliorated multi-tasking success,Fantasy,2018-09-29,0.117,0.632,8.19,53,German,4.0,5613
item_000462,Horizontal 3rdgeneration middleware,Animation,2024-02-17,0.232,0.588,17.07,75,German,2.9,3590
item_000463,Synergistic intermediate workforce,Fantasy,2025-05-24,0.61,0.99,6.29,78,German,4.2,3857
item_000464,Enhanced bi-directional attitude,Family,2021-03-29,0.421,0.926,0.0,97,Spanish,2.7,4101
item_000465,Front-line content-based process improvement,Music,2021-04-06,0.422,0.689,5.51,57,English,4.8,8081
item_000466,Multi-channeled encompassing utilization,Action,2019-12-19,0.136,0.404,23.15,168,English,4.5,6091
item_000467,Multi-layered impactful knowledgebase,Horror,2021-08-24,0.299,0.354,15.27,177,French,3.5,8384
item_000468,Total directional framework,Fantasy,2022-11-02,0.543,1.0,0.0,131,Spanish,4.3,2111
item_000469,Configurable solution-oriented projection,Adventure,2023-08-05,0.189,0.51,16.24,138,German,4.8,543
item_000470,Cross-group impactful implementation,War,2019-10-08,0.262,0.401,11.06,74,German,4.9,8500
item_000471,Phased analyzing productivity,Science Fiction,2016-02-03,0.105,0.766,10.14,32,English,4.0,6226
item_000472,Down-sized attitude-oriented methodology,Comedy,2024-06-13,0.144,0.551,10.43,96,Spanish,3.6,3895
item_000473,Stand-alone zero tolerance groupware,Fantasy,2021-08-28,0.201,0.712,14.66,117,French,2.6,6955
item_000474,Cross-platform multi-tasking analyzer,Drama,2018-04-18,0.124,0.76,13.14,125,French,4.6,4591
item_000475,Team-oriented non-volatile leverage,Science Fiction,2018-09-16,0.392,0.871,0.0,76,Japanese,2.4,9445
item_000476,Compatible systemic focus group,Family,2024-12-28,0.281,0.648,24.6,99,Spanish,3.7,6250
item_000477,Re-contextualized stable alliance,Drama,2017-10-16,0.11,0.61,5.22,68,German,4.4,2903
item_000478,Intuitive 3rdgeneration database,Romance,2021-11-13,0.098,0.689,0.0,157,Spanish,5.0,8480
item_000479,Versatile transitional infrastructure,Western,2025-04-15,0.441,0.816,21.89,154,French,2.8,9313
item_000480,Innovative cohesive open system,Adventure,2018-05-27,0.438,0.501,12.54,71,English,2.6,4176
item_000481,Networked systematic moratorium,Thriller,2019-04-25,0.36,0.74,25.32,54,German,4.2,4266
item_000482,Versatile user-facing challenge,Music,2023-11-26,0.394,0.661,0.0,122,Japanese,3.7,4232
item_000483,Team-oriented uniform artificial intelligence,Music,2021-01-02,0.152,0.871,0.0,35,German,2.4,9931
item_000484,Monitored actuating attitude,Drama,2020-05-14,0.225,0.721,17.72,167,Spanish,4.9,4673
item_000485,Compatible global portal,Music,2023-09-09,0.201,0.375,10.42,160,German,4.3,7332
item_000486,Right-sized hybrid time-frame,Animation,2019-04-06,0.47,0.79,12.04,103,German,3.9,2383
item_000487,Sharable encompassing toolset,Documentary,2025-12-03,0.335,0.563,0.0,116,German,3.9,9375
item_000488,Pre-emptive discrete help-desk,Mystery,2021-07-12,0.177,0.679,25.61,48,English,2.5,3749
item_000489,Multi-tiered intermediate contingency,Horror,2022-10-17,0.742,0.199,10.18,104,French,3.8,6489
item_000490,Switchable homogeneous artificial intelligence,Fantasy,2023-09-20,0.23,0.802,26.73,122,Japanese,3.6,7387
item_000491,Implemented dynamic structure,Romance,2016-09-24,0.153,0.652,5.84,35,Spanish,4.2,4132
item_000492,Future-proofed coherent implementation,Animation,2023-02-11,0.427,1.0,0.0,83,Spanish,3.2,1575
item_000493,Sharable coherent support,Animation,2019-11-23,0.156,0.988,28.16,151,Japanese,2.2,6514
item_000494,Multi-lateral bi-directional array,War,2016-01-18,0.013,0.45,23.17,51,English,2.8,2554
item_000495,Integrated leadingedge hierarchy,Animation,2023-08-12,0.337,0.939,19.98,129,French,2.7,4665
item_000496,Customer-focused clear-thinking array,Science Fiction,2017-11-14,0.346,0.732,0.0,62,Spanish,3.6,2805
item_000497,Organized next generation open architecture,Action,2021-02-13,0.607,0.864,2.01,121,French,4.6,7664
item_000498,Customer-focused 4thgeneration array,Western,2019-07-15,0.025,0.772,28.1,170,German,2.4,8845
item_000499,Cross-group radical policy,Documentary,2023-11-04,0.079,0.591,18.12,146,Japanese,3.3,8755
item_000500,Networked 24/7 frame,History,2020-02-19,0.172,0.822,27.35,153,Japanese,2.7,1477
item_000501,Vision-oriented attitude-oriented success,Science Fiction,2025-01-03,0.345,0.596,9.92,135,French,2.5,182
item_000502,Fully-configurable object-oriented model,Action,2017-09-10,0.329,0.587,0.0,163,Spanish,3.0,7697
item_000503,Multi-tiered composite challenge,Western,2018-09-08,0.229,0.56,0.0,32,German,4.8,7826
item_000504,Future-proofed modular circuit,History,2016-08-18,0.159,0.954,1.25,140,French,3.8,128
item_000505,Optional even-keeled instruction set,Western,2018-12-29,0.182,0.764,11.83,135,Japanese,3.3,4104
item_000506,Compatible high-level extranet,Documentary,2025-06-10,0.557,1.0,0.0,129,German,2.7,1307
item_000507,Up-sized responsive methodology,Romance,2021-12-08,0.358,0.396,19.12,162,Japanese,4.4,4464
item_000508,Exclusive logistical benchmark,History,2017-05-08,0.045,0.708,19.8,166,French,3.2,1131
item_000509,Adaptive hybrid groupware,Documentary,2024-05-31,0.447,0.912,0.0,64,French,2.3,7470
item_000510,Multi-tiered full-range intranet,Science Fiction,2019-05-06,0.648,0.801,8.88,155,Spanish,3.0,2502
item_000511,Streamlined radical challenge,Adventure,2019-01-01,0.272,0.521,29.11,35,Spanish,4.9,4632
item_000512,Robust system-worthy customer loyalty,Fantasy,2020-10-14,0.498,0.829,4.62,142,English,2.7,2478
item_000513,Enhanced hybrid functionalities,Action,2018-11-29,0.22,0.733,15.3,117,German,2.9,8175
item_000514,Team-oriented scalable matrix,Music,2025-09-04,0.398,0.721,14.44,38,French,2.2,2403
item_000515,Fully-configurable fresh-thinking implementation,Adventure,2018-10-19,0.014,0.384,8.72,130,English,3.6,2985
item_000516,Object-based high-level budgetary management,Drama,2025-04-26,0.068,0.7,26.97,94,German,4.5,2008
item_000517,Exclusive optimizing moratorium,Family,2017-10-18,0.094,0.933,12.15,143,Spanish,4.2,559
item_000518,Visionary neutral algorithm,Drama,2025-07-12,0.281,0.557,14.35,54,Japanese,4.0,3425
item_000519,Persistent tertiary database,Thriller,2020-05-19,0.401,0.821,12.27,109,French,2.5,701
item_000520,Implemented system-worthy architecture,Western,2024-03-09,0.07,0.974,16.1,94,German,3.9,3265
item_000521,Open-source systematic methodology,Music,2017-05-22,0.252,0.582,26.73,85,English,2.7,7123
item_000522,Innovative disintermediate extranet,Horror,2022-08-02,0.662,1.0,1.43,100,Japanese,2.4,3992
